fen_board,cp_score
rnbqk2r/ppp1nppp/4p3/3pP3/3P4/2bB4/PPP2PPP/R1BQK1NR w KQkq - 0 6,0.0054
rnbqkb1r/pppp1ppp/8/8/2BpP1n1/5N2/PPP2PPP/RNBQK2R w KQkq - 2 5,0.0235
rnbqkb1r/pppp1ppp/8/4p2n/2BPP3/8/PPP2PPP/RNBQK1NR w KQkq - 1 4,0.0688
rnbqkbnr/ppp2ppp/8/8/2ppP3/5N2/PP1N1PPP/R1BQKB1R b KQkq - 1 5,-0.0228
rnb1kbnr/pp1ppppp/1qp5/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,0.0157
r2qkbnr/2p2pp1/p1pp4/4p2p/4P1bP/5N2/PPPP1PP1/RNBQ1RK1 b kq - 0 8,-0.0187
rnbqk2r/pp3pbp/3p1np1/2pP4/P3P3/2N2N2/1P3PPP/R1BQKB1R b KQkq - 0 8,0.0017
rnbqkb1r/p2p1ppp/5n2/1PpPp3/8/8/PP2PPPP/RNBQKBNR w KQkq e6 0 5,0.0225
r1bq1rk1/pppnnppp/4p1B1/3pP3/1b1P4/2N2N2/PPP2PPP/R1BQK2R b KQ - 6 7,-0.056
r1bqk1nr/pp1ppp1p/2n3pb/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 4 7,0.0173
r1b1kbnr/1pqp1p1p/p1n1p1p1/8/3NP3/2N1B3/PPP1BPPP/R2QK2R w KQkq - 0 8,0.0193
r1b1k1nr/pppq1ppp/2n5/8/2BpP3/5N2/PP1N1PPP/R2Q1RK1 w kq - 3 9,0.01
r1b1kbnr/1pqp1ppp/p3p3/8/3nP3/2N1B3/PPP1BPPP/R2QK2R w KQkq - 0 8,0.0132
rn2kb1r/ppq1pppp/5n2/3p1b2/3P4/1QN1P3/PP3PPP/R1B1KBNR w KQkq - 2 7,0.0114
rnbqk1nr/ppp2pp1/4p2p/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 5,0.0123
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N4N/PP2PPPP/R1BQKB1R b KQkq - 3 4,-0.0054
rn1qkb1r/1b3ppp/p2pp3/1p5n/3NP3/1BN5/PPP2PPP/R1BQR1K1 w kq - 4 10,0.0766
r1bqk2r/2p1bppp/p1np1n2/1p2p3/3NP3/1B6/PPPP1PPP/RNBQR1K1 b kq - 1 8,-0.0541
rnbqk1nr/ppp2ppp/3p1b2/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 5,0.0238
rnbqkb1r/3ppppp/5n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 7,0.0256
r1bqk1nr/ppp2pp1/2n5/7p/2BpP3/5N2/PP1N1PPP/R2Q1RK1 w kq - 0 9,0.0137
rnbqkb1r/pp3ppp/2p2n2/3p2B1/3PN3/8/PP2PPPP/R2QKBNR b KQkq - 1 6,-0.0762
r1bq1rk1/pp1pppbp/5npB/n7/3NP3/1BN5/PPP2PPP/R2QK2R b KQ - 9 9,-0.0525
r1bqkbnr/pp3ppp/2n1p3/3p4/3P4/2PB4/PP3PPP/RNBQK1NR w KQkq - 0 6,0.0082
rnb1kbnr/ppp1qppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,0.0197
r1bq1rk1/1pp1ppbp/p1np1np1/8/2PPP3/2N1BP2/PP2N1PP/2RQKB1R b K - 1 8,0.0061
rnbqkb1r/ppp2ppp/5n2/3p4/3P1P2/2N5/PP2P1PP/R1BQKBNR b KQkq - 0 5,-0.0109
rnbqkb1r/p1pp1ppp/1p3n2/4p3/4PP2/2N5/PPPP2PP/R1BQKBNR w KQkq - 0 4,0.0472
rnbqkb1r/ppp2ppp/3p1n2/4N3/4P2P/8/PPPP1PP1/RNBQKB1R b KQkq - 0 4,-0.0447
r1b1kbnr/1pqp1ppp/p1n1p3/3N4/3NP3/8/PPP1BPPP/R1BQK2R b KQkq - 1 7,-0.0295
r1bqk2r/ppp2ppp/2n5/4P3/2Bp2n1/5N2/PPQN1PPP/R4RK1 b kq - 2 10,-0.0055
rnbqkb1r/3ppppp/P4n2/2pP4/8/8/PP2PPPP/RNBQKBNR b KQkq - 0 5,0.0005
r1bq1rk1/1pp2pbp/p1np1np1/4p3/2PPP3/2N1BP2/PP4PP/R1NQKB1R w KQ - 0 9,0.0081
r1bqk1nr/ppp2ppp/2n5/8/2BpP2P/5N2/PP1N1PP1/R2QK2R b KQkq - 0 8,-0.01
r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/5N2/PPPP1PPP/RNBQKR2 b Qkq - 1 5,-0.0144
r1bq1rk1/ppp1ppb1/2np1npp/8/2PPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ - 0 8,0.0148
rnbq1rk1/pp2ppbp/2pp1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR w KQ - 0 7,0.0083
rnbq1k1r/ppppppbp/5np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQ - 1 5,0.019
rn1qkb1r/4pppp/b2p1n2/2pP4/8/2N1P3/PP3PPP/R1BQKBNR b KQkq - 0 7,0.0054
r1bqk1nr/1p1pppbp/2n3p1/p7/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 7,0.0281
rnbqkb1r/pppppp1p/5np1/8/2PP4/8/PP1KPPPP/RNBQ1BNR b kq - 1 3,-0.0216
r1bq1rk1/npp2pbp/p2p1np1/3Pp3/2P1P3/2N1BP2/PP4PP/R1NQKB1R w KQ - 1 10,0.0142
r2q1rk1/2p1bpp1/p1np1n1p/1p2p3/3PP1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 0 11,0.0059
rn1qnrk1/4ppbp/b2p2p1/2pP4/8/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 5 11,0.0171
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,0.0061
r1bqk2r/ppp2ppp/2n2n2/8/2BpP3/1P3N2/P2N1PPP/R2Q1RK1 b kq - 0 9,-0.011
rn2kb1r/4pp1p/b2p1np1/q1pP4/8/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 1 9,0.014
rnbqkb1r/5ppp/p2ppn2/1p6/2BNP3/2N5/PPP2PPP/R1BQ1RK1 w kq - 0 8,0.0055
rn1qkbnr/ppp1pppp/8/3p1b2/2P5/8/PP1PPPBP/RNBQK1NR w KQkq - 1 4,0.0061
rn2kb1r/pp2pppp/2P2n2/8/3q2b1/1Q6/PP1PPPBP/RNB1K1NR w KQkq - 1 7,0.2152
rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/2N1P3/PP2NPPP/R1BQKB1R b KQkq - 1 6,-0.008
r1bqk1r1/pp1nbppp/2p2n2/3p2B1/3P4/2NBP3/PPQ2PPP/R3K1NR w KQq - 3 9,0.0164
r1bqkbnr/pp1ppppp/2n5/8/1P1pP3/5N2/P1P2PPP/RNBQKB1R b KQkq - 0 4,-0.0124
r1bqkbnr/pp1p1ppp/4p3/n7/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 2 6,0.0223
r2q1rk1/ppp1ppbp/2npbnp1/8/2PPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ - 5 8,0.0404
r2qkb1r/pp2pppp/5n2/n2p4/3P1Bb1/PQPB4/1P3PPP/RN2K1NR b KQkq - 0 8,-0.1473
r1bqk2r/pp1nbppp/2p2n2/3p2B1/3P4/4P3/PPQ2PPP/R2NKBNR b KQkq - 2 8,-0.0067
r1bqrnk1/pp2bp1p/2p2np1/3p2B1/3P3P/2NBPN2/PPQ2PP1/1R3RK1 b - - 0 12,-0.0062
rn1qkb1r/1b3ppp/p2ppn2/1N6/4P3/1BN5/PPP2PPP/R1BQ1RK1 b kq - 0 9,-0.0321
r1bqnrk1/pp1pppbp/6p1/n3P3/P2N4/1BN1B3/1PP2PPP/R2QK2R b KQ - 0 10,-0.0146
r1b1kb1r/pp1ppppp/2n2n2/q7/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6,0.0103
rn1qk2r/4ppbp/b2p1np1/2pP4/Q7/2N2NP1/PP2PP1P/R1B1KB1R b KQkq - 2 9,-0.0045
rnbqkb1r/5ppp/p2ppn2/1p6/2BNP3/2N5/PPP2PPP/R1B1QRK1 b kq - 1 8,-0.0466
rn1qkbnr/4pp1p/b2p2p1/2pP4/8/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 1 9,0.0162
r1bqnrk1/pp1pppbp/6p1/n3P3/3N4/1BN1B3/PPP2PPP/R2QK1R1 b Q - 2 10,-0.0126
rnbq1rk1/ppp1nppp/4p3/3pP3/1b1P4/2NB4/PPPQ1PPP/R1B1K1NR b KQ - 4 6,-0.0116
rnbqk2r/ppppppbp/5np1/8/2PP4/2N5/PP2PPPP/1RBQKBNR b Kkq - 3 4,-0.0047
r1b2rk1/pp1pppbp/1qn2np1/8/3NP3/1BN1B3/PPP2PPP/R2QK2R w KQ - 8 9,0.0197
rnbqr1k1/pp3pbp/3p2p1/2pP3n/4P3/2N5/PP1NBPPP/R1BQ1RK1 w - - 8 11,0.0187
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPPK1PPP/R1BQ1BNR b kq - 3 4,-0.0304
rn1qkb1r/pp2pppp/5n2/3p1b2/3PN3/4P3/PP3PPP/R1BQKBNR b KQkq - 1 6,-0.0551
r1bq1rk1/1pp1ppbp/p1np1np1/8/2PPP3/2N1BPN1/PP4PP/R2QKB1R b KQ - 1 8,0.0001
r2q1rk1/2p1bppp/p1np1n2/1p2p3/3PP1b1/1BP2N2/PP3PPP/RNBQR2K b - - 2 10,-0.005
rnbq1rk1/pp3pbp/3p1np1/2pP4/4P3/2N2N2/PP1BBPPP/R2QK2R b KQ - 5 9,-0.0003
r2q1rk1/2p1bppp/p4n2/np1pP3/4P1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 0 12,0.0567
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N5/PPQ1PPPP/R1B1KBNR b KQkq - 3 4,-0.0022
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/2P1P3/5N2/PP1P1PPP/RNBQK2R b KQkq - 0 4,-0.0416
rnbqkb1r/pppp1ppp/8/3B4/3pn3/5N2/PPP2PPP/RNBQK2R b KQkq - 1 5,-0.0174
r2qrnk1/pp1bbppp/2p2n2/3p2B1/3P4/2NBPN2/PPQ2PPP/1R3RK1 w - - 9 12,0.0085
rnbq2k1/pp3pbp/3prnp1/2pP4/4P3/2N5/PP1NBPPP/R1BQ1RK1 w - - 8 11,0.0642
rnbqkb1r/1p3p1p/p2ppn2/6p1/2BNP3/2N5/PPP2PPP/R1BQ1RK1 w kq - 0 8,0.0289
rnb1kb1r/ppppqppp/8/8/2BQn3/5N2/PPP2PPP/RNB1K2R w KQkq - 1 6,0.0138
rnbqkb1r/5ppp/p2ppn2/1p6/2BNP3/2N5/PPP2PPP/R1BQ1R1K b kq - 1 8,-0.0458
r3kb1r/pp1b1ppp/1q2pn2/n2p4/3P1B2/2PB1N2/PPQ1KPPP/RN5R b kq - 3 11,-0.0051
rnbqkb1r/ppp2N1p/3p1n2/6p1/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 0 5,0.1163
r1b1qrk1/2p1bppp/p1np1n2/1p2p3/3PP3/1BP2N2/PP3PPP/RNBQR1K1 w - - 1 10,0.0108
rnbqkbnr/pp2pppp/2p5/3p4/Q1PP4/8/PP2PPPP/RNB1KBNR b KQkq - 1 3,-0.0051
r1bqkbnr/1pp2ppp/p1np4/4p3/B2NP3/8/PPPP1PPP/RNBQK2R b KQkq - 1 5,-0.0479
r1b1kbnr/1pqp1ppp/p1N1p3/8/4P3/2N5/PPP1BPPP/R1BQK2R b KQkq - 0 7,0.0026
rnbqkb1r/pp2pppp/3p1n2/8/4P3/1N6/PPP2PPP/RNBQKB1R b KQkq - 2 5,-0.0135
r1bqnrk1/pp1pppbp/6p1/n3P3/3N4/1BN1B3/PPP2PPP/R2QK2R w KQ - 1 10,0.0506
rnbqkb1r/p2ppppp/5n2/1PpP4/8/8/PP2PPPP/RNBQKBNR b KQkq - 0 4,0.001
r4rk1/3nppbp/bq1p2p1/2pP4/6n1/2N2NPP/PP2PPB1/R1BQR1K1 w - - 1 13,0.054
rnbqkbnr/pp2pppp/8/2pp4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.0151
rnbqkbnr/ppp1pppp/8/8/1PpP4/8/P3PPPP/RNBQKBNR b KQkq b3 0 3,-0.0236
r2qkb1r/pp1b1ppp/4pn2/n2p4/Q2P1B2/2PB4/PP3PPP/RN2K1NR b KQkq - 1 10,-0.1339
r1bqrnk1/pp2bppp/2p2n2/3p2B1/3PB3/2N1PN2/PPQ2PPP/R4RK1 b - - 8 11,-0.0521
rnbqkb1r/pppp1ppp/8/1B6/3pn3/5N2/PPP2PPP/RNBQK2R b KQkq - 1 5,-0.021
rnbqkb1r/pppp1ppp/8/8/2Bpn3/4BN2/PPP2PPP/RN1QK2R b KQkq - 1 5,-0.053
r1bqk2r/pp1nbppp/2p2n2/3p2B1/3P4/1PN1P3/P1Q2PPP/R3KBNR b KQkq - 0 8,-0.0049
r2qkb1r/pp1bpppp/2n2n2/3p4/3P1B2/1QPB4/PP3PPP/RN2K1NR w KQkq - 5 8,0.0108
r1bqk2r/pp2ppbp/2np1np1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R w KQkq - 0 8,0.0061
r1bqrnk1/pp2bppp/2p2n2/3p2B1/3P4/2NBPN2/PPQ2PPP/4RRK1 b - - 8 11,0.0045
rnq1kb1r/pp2pppp/2p2n2/3P4/6b1/1Q6/PP1PPPBP/RNB1K1NR w KQkq - 3 6,-0.0036
r1bqrnk1/pp2bp1p/2p2np1/1B1p2B1/3P4/2N1PN2/PPQ2PPP/1R3RK1 b - - 1 12,-0.0457
r1bqkbnr/p2p1ppp/2n1p3/1p6/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,0.0223
rnbqkbnr/pp1ppppp/8/2pP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 1 4,0.0175
rn1qkbnr/1pp1pppp/8/p2p4/2P3b1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,0.0
rnbqkb1r/pppp1ppp/8/8/2nQ4/5N2/PPP2PPP/RNB2RK1 w kq - 0 7,0.0798
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/1P3N2/P1PP1PPP/RNBQKB1R b KQkq - 0 3,-0.005
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP1BPPPP/RN1QKBNR b KQkq - 1 3,-0.0009
rnbqk2r/pp3p1p/3p1npb/2pP4/4P3/2N2N2/PP2BPPP/R1BQK2R w KQkq - 4 9,0.08
r2q1rk1/2p1bppp/p1np1n2/1p2p3/3PP1b1/1BP2N2/PP2QPPP/RNB1R1K1 b - - 2 10,-0.0159
rnbqkb1r/ppp1pppp/8/3n4/P2P4/8/1P2PPPP/RNBQKBNR b KQkq - 0 4,-0.0074
rnbqkbnr/pppp1ppp/4p3/8/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq - 0 2,-0.0052
rnbqkbnr/ppp2ppp/8/4p3/2pPP3/5P2/PP4PP/RNBQKBNR b KQkq - 0 4,-0.0178
r1bqk1nr/ppp2ppp/2n5/8/2BpP3/5N2/PP1N1PPP/R2Q1RK1 b kq - 2 8,-0.0004
rnbqkbnr/ppp2ppp/4p3/3p4/2PPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,-0.0124
rnbqkb1r/3ppppp/p4n2/1PpP4/4P3/8/PP3PPP/RNBQKBNR b KQkq - 0 5,-0.0062
rn1qk2r/1b2bppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQR2K b kq - 5 10,-0.0109
rnbqk2r/ppp1bNpp/3p1n2/8/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 1 5,0.1148
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,0.0061
rnbqkb1r/pp2pppp/3p4/8/3Nn3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,0.0367
r2q1rk1/3nppbp/b2p1np1/2pP4/8/2N3P1/PP1NPPBP/R1BQ1RK1 b - - 6 11,0.0052
rnbqkbnr/ppp2ppp/8/8/2ppP3/3B1N2/PP3PPP/RNBQK2R b KQkq - 1 5,-0.0671
rn1qkb1r/4pp1p/b2p1np1/2pPN3/8/2N5/PP2PPPP/R1BQKB1R b KQkq - 1 8,-0.0337
r1bqkb1r/pp2pppp/5n2/3p4/1n1P1B2/2PB4/PP3PPP/RN1QK1NR w KQkq - 3 7,0.0522
rnbqkb1r/5ppp/p3pn2/1p1p4/3NP3/1BN5/PPP2PPP/R1BQ1RK1 w kq - 0 9,0.04
rnbqkb1r/pp1ppppp/8/2pP4/2P3n1/8/PP2PPPP/RNBQKBNR w KQkq - 1 4,0.0176
rnbqkb1r/pp1p1p1p/5n2/2pP2p1/8/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 6,0.0297
rnbq2k1/pp2rpbp/3p1np1/2pP4/4P3/2N5/PP1NBPPP/R1BQ1RK1 w - - 8 11,0.0139
rnbqr1k1/pp3pbp/3p1np1/2pP4/4P3/2N2N1P/PP2BPP1/R1BQ1RK1 b - - 0 10,-0.0111
r1bqr1k1/pp1nbppp/2p2n2/3pN1B1/3P4/2NBP3/PPQ2PPP/R3K2R b KQ - 6 10,-0.0048
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/N7/PPP2PPP/R1BQKB1R b KQkq - 1 5,-0.0102
rnbqkb1r/ppp1pppp/8/3n4/3P4/8/PP1QPPPP/RNB1KBNR b KQkq - 1 4,-0.0041
r1bqkbnr/pp3ppp/2npp3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,0.0072
rn1qkb1r/pp2pppp/2p2n2/3P4/3P4/2N1P3/PP3PPP/RbBQKBNR w KQkq - 1 6,0.0686
r1bqk1nr/pppnbppp/3p4/7Q/2BNP3/8/PPP2PPP/RNB1K2R b KQkq - 2 6,-0.0093
rnbqkbnr/pp2pppp/8/3p4/3P1B2/8/PPP2PPP/RN1QKBNR b KQkq - 1 4,-0.0025
r1bqk2r/1pppbppp/p1n2n2/4p3/B3P1P1/5N2/PPPP1P1P/RNBQ1RK1 b kq - 0 6,-0.0334
r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 5,0.0039
rnbqk2r/pppppp1p/5npb/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,0.0708
r1bqkbr1/2pp1ppp/p1n5/1p2p3/3Pn3/1B3N2/PPP2PPP/RNBQ1RK1 w q - 2 8,0.0394
rnb1kbnr/ppp2ppp/8/6q1/2BpP3/5N2/PP3PPP/RNBQK2R w KQkq - 1 6,0.1497
r1bqk2r/pp1pppbp/5np1/n7/2BNP3/2N1B3/PPP2PPP/R2QK2R w KQkq - 6 8,0.0054
r1bqk2r/pp2bppp/2p2n2/3pn1B1/3P4/2NBP3/PPQ2PPP/R3K1NR w KQkq - 3 9,0.051
rnbqkb1r/1p2pppp/p2p1n2/8/3NP2P/2N5/PPP2PP1/R1BQKB1R b KQkq - 0 6,-0.0046
rnbqkb1r/pp1p1p1p/4pn2/2pP2p1/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,0.0315
rnbqk1nr/ppp1bppp/3p4/8/P1BpP3/5N2/1PP2PPP/RNBQK2R b KQkq - 0 5,-0.0069
rnbqkbnr/pp2pppp/2p5/3p4/2PP1B2/8/PP2PPPP/RN1QKBNR b KQkq - 1 3,-0.0063
r1bqkbnr/ppp1pppp/n7/8/2pPP3/8/PP3PPP/RNBQKBNR w KQkq - 1 4,0.0167
rn1q1rk1/pp3pbp/3pbnp1/2pP4/4P3/2N2N2/PP2BPPP/R1BQ1RK1 w - - 6 10,0.073
r3kb1r/pp2pppp/1qn2n2/3p4/3P1Bb1/1QPB4/PP3PPP/RN2K1NR w KQkq - 5 8,0.0125
r1bqk2r/pp1pppbp/2n2np1/8/3NP3/2N1B3/PPP1BPPP/R2QK2R b KQkq - 5 7,0.0011
rn2kb1r/pp2pppp/1qp2n2/3P4/6b1/1Q5N/PP1PPPBP/RNB1K2R b KQkq - 4 6,-0.0236
r2qk1nr/ppp2ppp/2n5/8/2BpP1b1/5N2/PP1N1PPP/R2Q1RK1 w kq - 3 9,0.0154
rnbqkbnr/ppp2ppp/4p3/3p4/3PP1Q1/8/PPP2PPP/RNB1KBNR b KQkq - 1 3,-0.0147
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B2NP3/8/PPPP1PPP/RNBQK2R b KQkq - 3 5,-0.0517
rn1qkb1r/3ppppp/b4n2/2pP4/3Q4/8/PP2PPPP/RNB1KBNR b KQkq - 1 6,-0.1433
r1bq1rk1/1pp2pb1/p1np1npp/3Pp3/2P1P3/2N1BP2/PP4PP/R1NQKB1R w KQ - 0 10,0.0434
rn1qk2r/4ppbp/b2p2p1/2pP3n/8/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 3 10,0.0162
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP1QPPP/RNB1KB1R b KQkq - 2 5,-0.0072
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,-0.0017
rnbqkb1r/pppp1p1p/6p1/8/2BQn3/5N2/PPP2PPP/RNB1K2R w KQkq - 0 6,0.0814
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPPKPPP/RNBQ1B1R b kq - 3 3,-0.0283
r1bqkbnr/pp2pppp/2np4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,0.0164
rnbqkb1r/pp3p1p/3p1np1/2pP4/4P3/2N2N2/PP2BPPP/R1BQK2R w KQkq - 4 9,0.0216
rnbqkb1r/pppn1Npp/3p4/8/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 1 5,0.1168
rnbqkb1r/pp2pppp/3p1n2/8/3NP1P1/8/PPP2P1P/RNBQKB1R b KQkq - 0 5,-0.0132
r1bqkbnr/ppp1pppp/2np4/8/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq - 1 3,0.0049
rnbqk1nr/pp2bppp/2p5/3p2B1/3P4/2N1P3/PPQ2PPP/R3KBNR w KQkq - 1 8,0.0123
rnbq1knr/ppp2ppp/8/8/1bBpP3/5N2/PP1B1PPP/RN1QK2R w KQ - 3 7,0.0884
rnbqkb1r/pp3ppp/5n2/2pp2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 6,0.0097
rnbqk1nr/ppp1bppp/3p4/8/2BpP3/8/PPPN1PPP/RNBQK2R b KQkq - 1 5,-0.0153
r1bqk2r/ppp2ppp/B1n5/4P3/3p2n1/5N2/PP1N1PPP/R2Q1RK1 b kq - 2 10,-0.034
rnbqkb1r/pppp1ppp/3n4/3Q4/2B5/5N2/PPP2PPP/RNB1K2R b KQkq - 2 6,-0.0166
rn1qk2r/1b2bppp/p2ppn2/1p6/B2NP3/2N5/PPP2PPP/R1BQR1K1 b kq - 5 10,-0.0482
r1bqk1nr/pppp1ppp/2nb4/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,0.0122
rnbqkb1r/ppp1pppp/8/8/1n1PP3/8/PP3PPP/RNBQKBNR w KQkq - 1 5,0.0311
r2qkb1r/pp2pppp/2n2n2/3p4/3PBBb1/2P5/PP3PPP/RN1QK1NR b KQkq - 4 7,-0.1366
rnbqkbnr/pp2pppp/3p4/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,0.0006
r1bq1rk1/2p1ppbp/ppnp1np1/8/2PPP3/2N1BP2/PP4PP/R1NQKB1R w KQ - 0 9,0.0096
rnbqkb1r/pp1p1ppp/2p2n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 0 4,0.0125
r1bqkbnr/pp1ppp1p/2n3p1/8/3NPB2/8/PPP2PPP/RN1QKB1R b KQkq - 1 5,-0.0062
r1bqkbnr/ppp1pp1p/2np2p1/3P4/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,0.0072
r2q1rk1/2p1bppp/p2p1n2/np2p3/3PP1b1/1BP1B3/PP1N1PPP/RN1QR1K1 b - - 4 11,-0.0858
r1bq1rk1/pppnnppp/4p3/3pP3/1b1P4/2NB1N2/PPPQ1PPP/R1B1K2R b KQ - 6 7,-0.0057
r1bqk2r/pp1pppbp/2n2np1/1N6/4P3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 5 7,-0.0097
rn1qkb1r/4pp1p/b2p1np1/2pP4/6P1/2N2N2/PP2PP1P/R1BQKB1R b KQkq - 0 8,-0.012
r1bqkbnr/ppp1pppp/n7/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,0.0194
rnbqkb1r/ppp1pppp/5n2/8/3PP3/N7/PP3PPP/R1BQKBNR b KQkq - 2 5,-0.0111
r1bq1knr/pp1pppbp/2n3p1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQ - 4 7,0.0156
r2q1rk1/3nppbp/b2p1np1/2pP4/3N4/2N3P1/PP2PPBP/R1BQ1RK1 b - - 6 11,-0.0373
rn1q1rk1/4ppbp/b2p1np1/2pP4/P7/2N2NP1/1P2PPBP/R1BQK2R b KQ - 0 10,0.0053
rn1qkbnr/ppp2ppp/8/4pb2/2pPP3/5N2/PP3PPP/RNBQKB1R w KQkq - 2 5,0.0479
r1q1kb1r/pp2pppp/2n2n2/3p4/3P1Bb1/1QPB4/PP3PPP/RN2K1NR w KQkq - 5 8,0.0109
r2q1rk1/2p1bppp/p2p1n2/np2p3/3PP1b1/1BP1BNP1/PP3P1P/RN1QR1K1 b - - 0 11,-0.02
rnbqkb1r/pp1p1ppp/4pn2/2pP4/2P3P1/8/PP2PP1P/RNBQKBNR b KQkq - 0 4,-0.0087
r1bqk1nr/1pppbppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 6 7,0.023
r1bq1rk1/1pp1ppbp/p1np1np1/6B1/2PPP3/2N2P2/PP2N1PP/R2QKB1R b KQ - 1 8,0.0003
r1bq1rk1/pp1pppbp/2n2np1/8/2BNP3/2N1B3/PPP1KPPP/R2Q3R b - - 7 8,-0.0219
r1bqk1nr/pppn1ppp/4p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,0.01
r1bq1bnr/pp1kpppp/2n5/3p4/3P4/2PB4/PP3PPP/RNBQK1NR w KQ - 1 6,0.0244
r1bqkb1r/1p1npppp/p2p1n2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 2 7,0.0082
r3r1k1/3nppbp/bq1p1np1/2pP4/8/2N2NPP/PP2PPB1/R1BQR1K1 w - - 1 13,0.0107
rnbq1rk1/ppp1nppp/4p3/b2pP3/3P4/2NB1N2/PPP2PPP/R1BQK2R w KQ - 5 7,0.0775
rnbqkbnr/pp3ppp/2p1p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,0.0089
r1bqkb1r/pp2pppp/2np1n2/8/1P1NP3/2N5/P1P2PPP/R1BQKB1R b KQkq - 0 6,-0.006
rnbqkb1r/pppppppp/5n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 2 2,0.0
